person,label
0411efc6,0.04026417
0413b563,0.0044465493
04145809,0.23245434
0415c30d,0.024662549
041b49c5,0.0059510716
041d7e7c,0.0058536725
041dc1c0,0.039859045
041e67c8,0.07198774
04218827,0.22751403
042467f9,0.009559381
04247184,0.16852316
042481ae,0.020511921
04287e35,0.07324312
042b0008,0.008594676
042b1af5,0.005928705
042ceff2,0.009984188
042daf42,0.041938942
04339a2a,0.0072705583
04339d40,0.12400893
043498e0,0.037188824
04372918,0.0487328
04386a90,0.0050263745
04452b51,0.03391859
04463f03,0.12610829
04479796,0.014561401
044798c5,0.05858909
044cd20c,0.005640234
044df6bc,0.17416263
0450c157,0.010915267
0454bd8b,0.10348114
0454d395,0.010294178
045a01b7,0.30125836
045ccfc6,0.1659886
045ed46b,0.018205952
046261a1,0.11750881
046f4eee,0.021569245
0471cda1,0.008881881
0473d45c,0.03215833
0473d703,0.0179205
047425e8,0.028413638
047525d7,0.011367158
047bf097,0.006677576
047eaf93,0.025434004
047fecb5,0.04659989
0482fc3a,0.1942025
04858d07,0.008709005
048623e1,0.10195104
0487acc0,0.016399702
048a0e28,0.02332621
048b7adb,0.029677108
048e6ef0,0.015293064
048e8a05,0.24290395
048f0b15,0.013321971
048fe060,0.027880633
0490bc0a,0.00806589
049c35a9,0.0787866
04a1be72,0.036426608
04a2caa8,0.005752864
04a31cb9,0.2800478
04a5bf7c,0.0071136514
04ac1d2b,0.1170525
04b0de51,0.06859377
04b134be,0.0066039744
04b13fd2,0.04683233
04b3cf8f,0.012948745
04bfc38e,0.0060117594
04c13da6,0.10055303
04c79bf6,0.0044465493
04c7ed44,0.12351759
04c8323e,0.15587662
04d2ee78,0.008510885
04d814ae,0.20502472
04d9cb0e,0.005928705
04dba417,0.020560646
04dc5661,0.22653443
04de8d3e,0.0054022297
04ded3e6,0.14567712
04e15d15,0.031635627
04e5a487,0.007816103
04e667e4,0.03744221
04e6d352,0.021374153
04edbc20,0.02387164
04f2e560,0.2004683
04f4febe,0.0066653155
05076463,0.0048554405
0507e8f2,0.15914293
050956cd,0.009233946
051b11a7,0.013568952
05204945,0.009482528
0522a4fa,0.12593393
05237699,0.0047970926
05241c33,0.005777709
0527b5ae,0.013350097
052a0610,0.07428603
052a2d62,0.0044465493
052adc12,0.01618637
052d6778,0.016960138
05369f37,0.007425764
053a1fb6,0.0072710547
053b53ed,0.38015038
053c8c48,0.04964321
053db417,0.055415876
053e23ce,0.007120394
053f578d,0.005170043
054013e8,0.13372582
05415a64,0.0121852225
05434466,0.061766963
05445b67,0.0046284
054a0951,0.0066653155
054c06b7,0.059933327
0552ee2b,0.0058536725
05567c7b,0.046602637
0556c3b8,0.029835112
055ce8c8,0.02671315
0564216a,0.008504731
05673798,0.1901498
0567a51f,0.017279476
056f89d4,0.100500576
057a8bc2,0.017058033
057aa717,0.08031403
05832043,0.011848134
05842367,0.008279159
05845094,0.024202632
0589bc9f,0.025977625
058d33f5,0.0077415137
058f8a59,0.019363986
0592919f,0.05450888
0595673e,0.03295732
059bcf05,0.026306525
059cb926,0.0071136514
059d594b,0.010003068
05a0feb5,0.06417482
05a3f374,0.00920102
05a565eb,0.009336306
05a99822,0.0044465493
05a9aa0a,0.005170043
05ab0341,0.012304153
05aba175,0.0069372714
05b53558,0.009894905
05b98856,0.0066455523
05ba5474,0.009163516
05bbd123,0.0044465493
05ce4c68,0.06052571
05d47572,0.12778461
05df8dea,0.27516297
05e816e1,0.015711442
05e9dc15,0.007134796
05ec0416,0.00811993
05f9aabd,0.36479744
05fab3e2,0.14780131
05fdf4d4,0.020141182
0603dfa7,0.005640234
06054a70,0.058200702
060788cf,0.007144267
0615817a,0.017981678
061c36f3,0.010185625
06230959,0.13896549
0623d3b0,0.033213
06271090,0.015421084
062d7384,0.054312307
062dd1cb,0.027242552
0630c31f,0.007748802
06340412,0.16325612
06377ced,0.014324893
0645477e,0.0044465493
064b8baf,0.06623539
064ec6ea,0.18765533
06568d8d,0.0044465493
0656c4ea,0.008377962
065b0804,0.018863518
065b4fea,0.027448013
065ead15,0.0075970204
06698b9a,0.009349617
066a20aa,0.13765973
066d8e1d,0.17895229
06786046,0.013649496
06790571,0.19903472
06793b28,0.116999194
067f8d78,0.0047354475
0680b00d,0.09177314
06818d49,0.08919879
06824520,0.15167616
06872f0b,0.008851454
068af20b,0.1841558
068b6fbb,0.13102873
068b86b4,0.0075188247
068b993a,0.07836746
0697a4c2,0.13508016
069a72e5,0.006194971
069b6014,0.0044465493
06a4dc8f,0.03009435
06a762a5,0.013436685
06ad410f,0.024233574
06b1c34c,0.121512465
06b26eb2,0.0054202043
06b27801,0.0077415137
06b3441e,0.12413295
06b6e768,0.0044465493
06b9946b,0.0054864017
06c033ec,0.043706246
06c0a0d5,0.009334052
06c0db23,0.22972654
06c1fbb3,0.035145406
06c6384c,0.0044465493
06caa05f,0.104087144
06cdc70f,0.055707067
06cea6ea,0.0075970204
06d322d3,0.021148767
06d450a7,0.009330142
06d72f24,0.007134796
06d8c28c,0.008092842
06df5403,0.05487255
06e4b8c8,0.0086178165
06e55267,0.017731814
06e6349b,0.0044384045
06ea2c68,0.007290061
06ed04d6,0.15468201
06f206fe,0.009036781
06f41e53,0.21206908
06f6975e,0.12199181
06f953fe,0.005505691
06fcbc94,0.13416675
070b29c0,0.0066653155
070f9a0b,0.015652126
07110547,0.01776405
0717754f,0.1676483
0718385a,0.035614777
071abc4f,0.048148584
071e2196,0.051930044
0720b80e,0.03623579
0720d357,0.014875285
072a96a1,0.05462451
07314959,0.0044465493
0732ac8c,0.037544247
073cdd36,0.03360941
073fd043,0.007736475
07420dec,0.48128352
0744ba92,0.18894899
0755e63e,0.009936616
0756e3ad,0.18730211
0758bd0b,0.21212222
075c5198,0.05740447
075e85f8,0.036099304
076cf4cd,0.09132877
0773ee15,0.03009877
0774872c,0.024582593
0776c1f0,0.0044465493
077d3da7,0.0077415137
077d4d9f,0.06883245
077e8564,0.0044465493
07876886,0.0215096
07891a0d,0.024794823
078baec6,0.04111533
078bfbd3,0.0050263745
079532d3,0.1768144
079bdbe4,0.0065720775
07a39f46,0.024734218
07a60895,0.040404633
07a7e6be,0.16886726
07a887ed,0.035827536
07ad7c88,0.04695156
07aff1c4,0.011450199
07b01d56,0.12087117
07b0a7a8,0.0044465493
07b22fcb,0.0044465493
07b2319f,0.011488957
07b96270,0.023160482
07b99a01,0.035910293
07b9f8ae,0.0066653155
07ba73bf,0.032354183
07c3a2da,0.09112327
07c8ebeb,0.028006105
07c9beeb,0.033192746
07ccd549,0.035689864
07cde923,0.29432485
07d02c79,0.022802461
07d8c1ac,0.32600576
07db4e73,0.007169713
07dc9451,0.004695755
07e631f2,0.026112106
07e662e9,0.008068885
07e69681,0.009610582
07e6e71f,0.023573719
07e6f8c2,0.009383593
07f124fe,0.028298212
07f26ce1,0.0044465493
07f2d434,0.04838042
07f42646,0.13389997
07f42a13,0.005640234
07f4fec1,0.007076311
0800358e,0.11094958
0800bcfb,0.01399855
0800f720,0.037703473
0804633b,0.032513957
080bd4ac,0.14740321
080e8db0,0.013254391
080fcf1a,0.052444115
0810558b,0.011529052
081713cb,0.1870384
081911b4,0.041516818
08198e83,0.01191185
08208a49,0.0057110526
08245544,0.0044465493
0824c55d,0.005539045
082bd9bd,0.035776798
082c80d5,0.0044465493
0833a0a9,0.10830238
083b3442,0.07328319
083d5b9a,0.18210979
08462640,0.0066653155
08463d5b,0.027091734
08466048,0.011911194
084925d5,0.18474609
084f9401,0.0184987
08500aef,0.13477115
0858c7dd,0.0065967115
085ef200,0.009777124
08639c4f,0.14257766
08683645,0.091458015
086b64ea,0.020194786
08740886,0.16933371
087a68e3,0.0044465493
087de56d,0.012591634
08801bfc,0.07474533
0880b8e1,0.009458937
08837bda,0.010221595
0883e978,0.005640234
088477ee,0.034854274
088bf9fe,0.030545445
088ccfd7,0.05727282
088d0558,0.071230955
088f10a3,0.052421827
0892abe8,0.11479792
089563a3,0.0044465493
08991bf9,0.2620011
089aeed8,0.08596001
089cda86,0.061395343
089e36af,0.0044465493
089eb49b,0.12967473
08a60c7c,0.018717948
08a6d92f,0.02920354
08a82be5,0.047033787
08ae99c4,0.021931661
08b1d536,0.3036006
08babe3f,0.012097513
08bbf145,0.07743353
08c15659,0.005640234
08c9da9e,0.012467635
08caae70,0.025615677
08cb481e,0.009598875
08cba418,0.02967478
08d02ef7,0.05042925
08d0674b,0.09708114
08d18c71,0.033104222
08d2d2ee,0.019363461
08d35e05,0.010573087
08d3db92,0.026228731
08e040a4,0.007641975
08e0974b,0.11646062
08e616b7,0.02851814
08e643c3,0.02335703
08ea4ea5,0.02510526
08f06435,0.029462488
08f36f9d,0.005041344
08f737af,0.049748436
0900779d,0.009771286
09030d39,0.03339494
0903f3f8,0.11387722
0908f99e,0.03160492
090a998c,0.0066653155
090e29b6,0.17012253
090ef175,0.06133491
0914bd03,0.0055015227
09191ecf,0.011718738
091987f9,0.012953915
091a89ac,0.048287913
091d4e3a,0.05224166
091f6ce7,0.03141612
0924371d,0.19795172
0926f776,0.009772135
092db484,0.005185439
09352d1f,0.0055735707
09372e45,0.16072863
093ba2ef,0.009071405
093c3834,0.04857443
093eeb7a,0.0044465493
09411787,0.0044465493
0949b6a4,0.15398237
094c8fdb,0.0066344785
094fcf0d,0.13515235
09557165,0.09281596
095a98b0,0.09913978
095c5f96,0.05820722
095d6adb,0.08333874
0966f2a3,0.028632259
0967f3a4,0.009950473
096bf242,0.044811867
096ebe93,0.18130387
0974287a,0.0044465493
0974c232,0.047063287
0978b0d9,0.18605992
0978b7b7,0.009950252
09793121,0.0066653155
097a0d5b,0.011226353
097cbc1e,0.012278624
09833fa3,0.019073274
09837117,0.0044333357
0983c897,0.031887893
09848f4e,0.005430875
098b319c,0.0070850207
098bea44,0.18160143
0996b69a,0.02598282
09a6536f,0.009634439
09ac3798,0.011372785
09b0e60b,0.007641975
09b43644,0.033817764
09ba24eb,0.005486901
09be0231,0.02524903
09c2d603,0.031647325
09c5914d,0.047011647
09c86611,0.013342932
09cce7ea,0.010551978
09d0b3d9,0.0044465493
09d718cc,0.06725071
09db6995,0.008832014
09dc59af,0.038469747
09e0db6a,0.061896347
09e2bd1a,0.009268022
09e4e04b,0.14968969
09e532d7,0.017704451
09e890f1,0.00744451
09ea35c3,0.03775185
09ee02c4,0.016663453
09f26d53,0.0049539716
09f578ac,0.0047970926
09fa700c,0.1911762
09fc8084,0.022039503
09fdf852,0.07870722
09fe5eac,0.023619106
0a036ba6,0.19178005
0a0441ff,0.038102645
0a05b988,0.022130582
0a09033d,0.18374771
0a09ed37,0.007134796
0a0a8e92,0.020946342
0a13de3a,0.19227502
0a263927,0.0044465493
0a287714,0.0044465493
0a2a7401,0.100592084
0a2b15f1,0.0044465493
0a2bdc5e,0.057106715
0a2c03b3,0.0044465493
0a2cfbe5,0.037302755
0a2f9872,0.06197533
0a302d69,0.02091027
0a3152cf,0.19251423
0a325e86,0.2370361
0a32ef30,0.024250183
0a334bfb,0.0044465493
0a38ba8c,0.024467535
0a390749,0.013906524
0a392a70,0.028075153
0a3a754c,0.039951414
0a3c96b6,0.009312568
0a3eacbb,0.15587662
0a4359fd,0.05326493
0a446067,0.015915113
0a48c7dd,0.07328319
0a52beaa,0.0105079785
0a5500f7,0.02016492
0a56042e,0.04764706
0a5674e3,0.15481135
0a59b83f,0.048929434
0a5a08de,0.005185439
0a5c3448,0.0071136514
0a726998,0.005185439
0a7278b6,0.05946501
0a742f6b,0.007641975
0a7b34e8,0.0086178165
0a7d73ef,0.01153277
0a7fc5d5,0.0066653155
0a7ffd3b,0.027349235
0a8396b5,0.026440632
0a8cf902,0.00719166
0a938014,0.0054022297
0a96681a,0.024315976
0a991ffb,0.04469495
0aa2b925,0.04921996
0aa3be5b,0.0055371807
0aa42a59,0.106018096
0aa51910,0.007202825
0aa540b1,0.0086178165
0aa7a825,0.038787246
0aac3579,0.012535962
0ab19ebb,0.058132183
0ab53692,0.009245863
0ab5b77a,0.011568418
0ab7ba4c,0.0058536725
0ab8071c,0.0044465493
0abaabba,0.011105882
0abaed3a,0.029291263
0abeae7a,0.18728064
0ac6f80c,0.02325147
0acb0dd8,0.019314142
0acd4c31,0.005048163
0acd4cfa,0.008874458
0acf6085,0.14723103
0ad72deb,0.043985132
0ae6e81d,0.018529277
0ae7030e,0.0044465493
0ae86202,0.09367098
0ae8e76b,0.034060784
0aeb596a,0.17538546
0aec3c89,0.0101168975
0aed974d,0.009895648
0aeea846,0.007425764
0af117af,0.0047354475
0af3f1f1,0.014687561
0afaf28d,0.022540737
0aff575b,0.0047638034
0b02b868,0.0071223998
0b0c8c25,0.006110525
0b138c53,0.23716235
0b13e026,0.31163037
0b1429da,0.008093987
0b14fed7,0.008340162
0b187bda,0.056181073
0b273f4a,0.007001236
0b28e1e6,0.24931945
0b2998c7,0.1579505
0b2e2100,0.05565364
0b305d74,0.056727473
0b3109a8,0.19835486
0b3519eb,0.02944284
0b393f2d,0.008464124
0b3e6f67,0.079234846
0b40a4ca,0.005430875
0b4341bb,0.008286162
0b513259,0.05292335
0b52e6c8,0.23629011
0b544b65,0.0046284
0b5d9257,0.033344768
0b5f90b2,0.006582836
0b63edae,0.050800346
0b67541e,0.010608288
0b6774d3,0.22434062
0b68d8fe,0.0049539716
0b6ef3d1,0.006397047
0b859654,0.008293119
0b906cf5,0.17887108
0b91b6d6,0.01092085
0b928b3d,0.0044333357
0b92f190,0.077054545
0b947f5b,0.013415386
0b9927b4,0.01077698
0b9a69f1,0.18949673
0b9c388f,0.045120817
0b9d0598,0.015484132
0b9e0132,0.28344658
0ba2ac97,0.32838172
0ba4dc08,0.014795608
0ba4e604,0.059838437
0ba4ea48,0.06150551
0baa7b0c,0.036967725
0bb32a91,0.131505
0bb37f6a,0.020863118
0bb45ffd,0.2899455
0bb60ae3,0.16634907
0bba4c68,0.0086178165
0bcc3c80,0.005185439
0bccc9fa,0.03841278
0bcf03c1,0.023075607
0bd076f9,0.011469927
0bd08e68,0.020873604
0bd2f756,0.19533135
0bd44989,0.07743353
0bd61a21,0.0364855
0bdabe42,0.0044384045
0be7712b,0.0066455523
0bf0c226,0.033837527
0bf0f4b8,0.03588556
0bf201ce,0.0044465493
0bf4c2c5,0.10094149
0c00b65b,0.008507687
0c017f77,0.011356985
0c0580c3,0.05385381
0c0641b3,0.008705198
0c0c0d53,0.0142110055
0c0cd9db,0.0044333357
0c0ef200,0.043570742
0c1105ed,0.036642104
0c118b5a,0.04908974
0c13d6b0,0.0044465493
0c1c6a9d,0.029809369
0c26d732,0.04031843
0c304998,0.00623597
0c31095e,0.0044333357
0c33283e,0.009872274
0c3a520b,0.0044465493
0c3d70ee,0.00610739
0c4aa321,0.005640234
0c4c7a5b,0.036280703
0c4f0376,0.005640234
0c55d921,0.012345423
0c588686,0.14293534
0c5e4707,0.0134520335
0c63334c,0.13266061
0c64525d,0.08890276
0c6b7fd4,0.009707941
0c6ee9e5,0.17376971
0c734fb1,0.011367158
0c761987,0.18781357
0c798137,0.00920102
0c7d0d74,0.04089252
0c839c59,0.0077415137
0c8db2e0,0.030771473
0c940daa,0.0066653155
0c94bcb9,0.007425764
0c96825c,0.009650085
0c9d90d6,0.010086706
0c9fc253,0.067308694
0ca07f08,0.042992145
0ca744be,0.0587924
0cac940b,0.0318693
0cb03b51,0.007748802
0cb6ede0,0.008243275
0cb7279c,0.04351345
0cba4d1f,0.028545799
0cbacdc1,0.0044465493
0cbfded8,0.018419385
0cc86d33,0.01074155
0cd518e1,0.04593359
0cd5f510,0.0066653155
0ce04737,0.24286264
0ce26294,0.05831428
0ce50d9c,0.064360484
0cea3b63,0.008988525
0cef22a6,0.0044465493
0cf0b96a,0.1151603
0cfb7ff7,0.007134796
0cffd1be,0.09561855
0d079711,0.02379778
0d0c4ff0,0.1364879
0d0ef8b6,0.013092517
0d108f2b,0.18816467
0d17c853,0.024690202
0d17cea3,0.093929164
0d19f990,0.01676975
0d204f2b,0.018777616
0d247226,0.008924424
0d260083,0.0047354475
0d280eb7,0.005185439
0d329833,0.011846661
0d34af6e,0.052195422
0d35538d,0.0064725815
0d3607ab,0.0066455523
0d3ed0d0,0.005640234
0d472a66,0.022228407
0d48d41e,0.028052678
0d491a97,0.047062136
0d49a9ed,0.04087098
0d4aba2d,0.021920705
0d4d6f74,0.005640234
0d4f05d7,0.06571158
0d4ff378,0.0070973425
0d5159e4,0.015049957
0d540e26,0.03480556
0d57e70a,0.055901013
0d5948e9,0.026139226
0d677e8a,0.015635911
0d778481,0.10551713
0d79ee6d,0.20345785
0d800ae7,0.007968434
0d807f42,0.06661104
0d80991e,0.005349258
0d859602,0.029343162
0d87b223,0.09201828
0d8dea9c,0.12254518
0d972598,0.0044465493
0d9ba914,0.0044465493
0da1a9e1,0.0044465493
0dad8359,0.012627469
0dad8ce0,0.010796452
0daebdcc,0.16335605
0db1471f,0.0044465493
0db88c11,0.07742362
0db9efca,0.031155644
0dbcf50c,0.27138138
0dbed274,0.031937238
0dc38893,0.0044384045
0dd9caa8,0.009450317
0de03179,0.14780371
0de2ef8e,0.04823924
0de4d77f,0.048884984
0de7b2e9,0.036782242
0de7e638,0.009416694
0de84249,0.099823885
0dfb37d0,0.17396085
0dfd8e90,0.008866594
0dff1cec,0.0044465493
0e00f12f,0.06752489
0e01b083,0.11789953
0e0679ba,0.009280618
0e080005,0.010308256
0e085e1a,0.008093987
0e08e1d1,0.0044465493
0e14eefa,0.1471044
0e16d741,0.019472737
0e170b17,0.21352687
0e1986ba,0.008295273
0e1d7ee4,0.0052148243
0e1f3b59,0.01884669
0e1ff7c6,0.19461067
0e23837e,0.018621588
0e258167,0.018127916
0e2bb2be,0.023845388
0e2dfb1d,0.027018394
0e2ff3b2,0.1399132
0e33dc2a,0.0063770288
0e383277,0.027684128
0e3c91a6,0.022108339
0e4227a0,0.005640234
0e4687b8,0.0044465493
0e4b3cc7,0.024650188
0e519460,0.060273975
0e532395,0.31553027
0e5571fe,0.03993166
0e570259,0.022327825
0e5b6c3c,0.06716104
0e5c5ee8,0.005209442
0e5d2067,0.0109894145
0e5df472,0.04935668
0e6294a6,0.005752864
0e65ac2f,0.019497067
0e6852fb,0.14270003
0e6f79e1,0.010362776
0e738801,0.007011072
0e77a3a8,0.0069979373
0e7951ea,0.035512257
0e805418,0.20589218
0e8244bd,0.007845293
0e86c215,0.0061905463
0e9132a2,0.19667442
0e937d36,0.18798335
0e9bd02e,0.0044465493
0e9d0ae2,0.009016602
0ea34765,0.032400988
0ea39588,0.0116601465
0ea83176,0.0066653155
0eaebe2c,0.005041344
0eb95ecf,0.02269791
0ebb735b,0.01635821
0ebbb5e9,0.0071136514
0ebd6b81,0.08367218
0ebd6eb8,0.025776666
0ebef275,0.09956318
0ec008ff,0.35712725
0ec10b2a,0.0073867985
0ec167b9,0.010948754
0ec2cefe,0.0044465493
0ec3748a,0.059902936
0ec7d7ab,0.0044333357
0ec82c43,0.084615014
0ec9a7a3,0.14735804
0eca7ed3,0.0550875
0ecdc239,0.17382978
0ece1108,0.0066653155
0ecfca50,0.09005215
0ed38361,0.024536151
0edd368a,0.010145173
0edf4cc5,0.005185439
0ee2cb99,0.043990556
0ee30f8a,0.18977904
0ee4ad13,0.0066653155
0ee4c3de,0.0707732
0ee8ea57,0.028274037
0ef0abaf,0.054621566
0ef0b96b,0.3065207
0ef4118a,0.008093987
0ef4168f,0.12866622
0ef60aef,0.023181826
0ef8e2a8,0.008286162
0efa4369,0.007134796
0efa95ca,0.0050997674
0efa99c1,0.24861413
0efca388,0.009223543
0f013dcd,0.034009982
0f067145,0.0044465493
0f0e95a2,0.02179662
0f148a1d,0.032446448
0f168a63,0.11852036
0f18f196,0.15675227
0f1f23a4,0.008735692
0f1f714b,0.008709478
0f21ffa2,0.008064608
0f23b0c7,0.22728555
0f252d11,0.0098471455
0f308ca7,0.011017482
0f312684,0.0077785267
0f3734c6,0.004788311
0f3aa415,0.011735428
0f3c3c47,0.0044465493
0f3e24e6,0.03313938
0f42e113,0.009642951
0f4c1d4c,0.019332765
0f4e2a4b,0.12129855
0f4eb377,0.26183423
0f4fd0ba,0.12231233
0f5076d0,0.08067828
0f5263ba,0.0044333357
0f5394a4,0.012413737
0f596c4c,0.014571517
0f59b919,0.011517097
0f5c4ffd,0.01931485
0f5f3531,0.08026058
0f633db3,0.021915255
0f63a1ce,0.013134566
0f66bb8d,0.028780429
0f67b2ee,0.0106579
0f6b58f3,0.005281938
0f6c8a17,0.040549327
0f70f631,0.011192819
0f728ecb,0.04487381
0f73cf75,0.0044465493
0f788a63,0.033110745
0f7a6eb9,0.03944912
0f7c77cc,0.01875688
0f7e677e,0.18131782
0f848d6a,0.0051720645
0f8adc16,0.010086706
0f902c1c,0.015958635
0f92ecc7,0.011795949
0f943574,0.0044465493
0f9ced73,0.31215456
0f9d51be,0.009824817
0f9fc484,0.009349617
0fa53195,0.10528103
0fab326a,0.0044465493
0fae7d68,0.10520129
